VarName1 VarName2 VarName3 VarName4 VarName5 VarName6 VarName7 VarName8
NaN NaN NaN NaN NaN NaN NaN NaN
1.5 -494.530338 -494.294911 -494.245774 -494.241138 -494.236331 -494.219263 -494.209226
1.50850850851 -494.58458899 -494.349604107 -494.300364832 -494.295680103 -494.290121156 -494.273189489 -494.26276122
1.51701701702 -494.638257784 -494.403702603 -494.354363175 -494.349630536 -494.34332998 -494.326533326 -494.315722763
1.52552552553 -494.691344381 -494.45720649 -494.407769029 -494.402989298 -494.395957472 -494.379294509 -494.368110629
1.53403403403 -494.743848782 -494.510115767 -494.460582393 -494.455756391 -494.448003633 -494.43147304 -494.419924819
1.54254254254 -494.795770987 -494.562430434 -494.512803268 -494.507931814 -494.499468462 -494.483068917 -494.471165331
1.55105105105 -494.847110995 -494.614150491 -494.564431653 -494.559515566 -494.55035196 -494.534082142 -494.521832167
1.55955955956 -494.897868806 -494.665275939 -494.61546755 -494.610507649 -494.600654125 -494.584512713 -494.571925326
1.56806806807 -494.948044421 -494.715806776 -494.665910956 -494.660908062 -494.65037496 -494.634360632 -494.621444808
1.57657657658 -494.99763784 -494.765743004 -494.715761874 -494.710716804 -494.699514462 -494.683625898 -494.670390613
1.58508508509 -495.046649062 -494.815084621 -494.765020302 -494.759933877 -494.748072633 -494.73230851 -494.718762742
1.59359359359 -495.095078088 -494.863831629 -494.813686241 -494.808559279 -494.796049472 -494.78040847 -494.766561193
1.6021021021 -495.142924917 -494.911984027 -494.861759691 -494.856593012 -494.84344498 -494.827925777 -494.813785968
1.61061061061 -495.19018955 -494.959541815 -494.909240651 -494.904035074 -494.890259156 -494.874860431 -494.860437066
1.61911911912 -495.236871986 -495.006504993 -494.956129122 -494.950885467 -494.936492 -494.921212432 -494.906514487
1.62762762763 -495.282972226 -495.052873562 -495.002425104 -494.997144189 -494.982143513 -494.96698178 -494.952018231
1.63613613614 -495.328490269 -495.09864752 -495.048128596 -495.042811241 -495.027213694 -495.012168475 -494.996948299
1.64464464464 -495.373426116 -495.143826869 -495.093239599 -495.087886624 -495.071702543 -495.056772517 -495.041304689
1.65315315315 -495.417779767 -495.188411607 -495.137758113 -495.132370336 -495.115610061 -495.100793906 -495.085087403
1.66166166166 -495.461551221 -495.232401736 -495.181684137 -495.176262378 -495.158936247 -495.144232642 -495.12829644
1.67017017017 -495.504740478 -495.275797255 -495.225017672 -495.219562751 -495.201681101 -495.187088726 -495.1709318
1.67867867868 -495.54734754 -495.318598164 -495.267758718 -495.262271453 -495.243844624 -495.229362156 -495.212993483
1.68718718719 -495.589372404 -495.360804464 -495.309907274 -495.304388485 -495.285426815 -495.271052933 -495.254481489
1.6956956957 -495.630815072 -495.402416153 -495.351463341 -495.345913848 -495.326427675 -495.312161058 -495.295395819
1.7042042042 -495.671675544 -495.443433233 -495.392426919 -495.38684754 -495.366847203 -495.352686529 -495.335736472
1.71271271271 -495.71195382 -495.483855702 -495.432798007 -495.427189562 -495.406685399 -495.392629348 -495.375503447
1.72122122122 -495.751649899 -495.523683562 -495.472576606 -495.466939914 -495.445942264 -495.431989513 -495.414696746
1.72972972973 -495.790763781 -495.562916812 -495.511762716 -495.506098596 -495.484617796 -495.470767026 -495.453316369
1.73823823824 -495.829295467 -495.601555452 -495.550356336 -495.544665608 -495.522711998 -495.508961885 -495.491362314
1.74674674675 -495.867244956 -495.639599482 -495.588357467 -495.58264095 -495.560224867 -495.546574092 -495.528834583
1.75525525526 -495.90461225 -495.677048902 -495.625766109 -495.620024622 -495.597156405 -495.583603646 -495.565733174
1.76376376376 -495.941397346 -495.713903713 -495.662582261 -495.656816624 -495.633506612 -495.620050546 -495.602058089
1.77227227227 -495.977600246 -495.750163913 -495.698805924 -495.693016956 -495.669275486 -495.655914794 -495.637809327
1.78078078078 -496.01322095 -495.785829504 -495.734437098 -495.728625618 -495.704463029 -495.691196389 -495.672986888
1.78928928929 -496.048259457 -495.820900485 -495.769475782 -495.76364261 -495.739069241 -495.725895331 -495.707590773
1.7977977978 -496.082715768 -495.855376856 -495.803921977 -495.798067932 -495.77309412 -495.76001162 -495.74162098
1.80630630631 -496.116589883 -495.889258617 -495.837775683 -495.831901584 -495.806537669 -495.793545256 -495.775077511
1.81481481481 -496.149881801 -495.922545768 -495.8710369 -495.865143566 -495.839399885 -495.826496239 -495.807960365
1.82332332332 -496.182591522 -495.955238309 -495.903705627 -495.897793878 -495.87168077 -495.858864569 -495.840269542
1.83183183183 -496.214719047 -495.987336241 -495.935781865 -495.92985252 -495.903380323 -495.890650246 -495.872005042
1.84034034034 -496.246264376 -496.018839562 -495.967265613 -495.961319491 -495.934498544 -495.92185327 -495.903166865
1.84884884885 -496.277227508 -496.049748274 -495.998156872 -495.992194793 -495.965035434 -495.952473641 -495.933755012
1.85735735736 -496.307608443 -496.080062376 -496.028455642 -496.022478425 -495.994990993 -495.982511359 -495.963769481
1.86586586587 -496.337407182 -496.109781868 -496.058161922 -496.052170387 -496.024365219 -496.011966425 -495.993210274
1.87437437437 -496.366623725 -496.13890675 -496.087275714 -496.081270678 -496.053158114 -496.040838837 -496.02207739
1.88288288288 -496.395258072 -496.167437022 -496.115797015 -496.1097793 -496.081369677 -496.069128597 -496.050370829
1.89139139139 -496.423310221 -496.195372684 -496.143725828 -496.137696252 -496.108999909 -496.096835703 -496.078090592
1.8998998999 -496.450780175 -496.222713737 -496.171062151 -496.165021533 -496.136048809 -496.123960156 -496.105236677
1.90840840841 -496.477667932 -496.249460179 -496.197805985 -496.191755145 -496.162516377 -496.150501957 -496.131809086
1.91691691692 -496.503973492 -496.275612012 -496.223957329 -496.217897086 -496.188402614 -496.176461105 -496.157807818
1.92542542543 -496.529696856 -496.301169235 -496.249516185 -496.243447358 -496.213707519 -496.201837599 -496.183232873
1.93393393393 -496.554838024 -496.326131848 -496.27448255 -496.268405959 -496.238431092 -496.226631441 -496.208084251
1.94244244244 -496.579396995 -496.350499851 -496.298856427 -496.292772891 -496.262573334 -496.25084263 -496.232361952
1.95095095095 -496.60337377 -496.374273244 -496.322637814 -496.316548152 -496.286134244 -496.274471165 -496.256065976
1.95945945946 -496.626768348 -496.397452027 -496.345826712 -496.339731744 -496.309113823 -496.297517048 -496.279196324
1.96796796797 -496.64958073 -496.420036201 -496.368423121 -496.362323665 -496.33151207 -496.319980278 -496.301752995
1.97647647648 -496.671810915 -496.442025764 -496.39042704 -496.384323916 -496.353328985 -496.341860855 -496.323735989
1.98498498498 -496.693458904 -496.463420718 -496.41183847 -496.405732498 -496.374564568 -496.363158779 -496.345145306
1.99349349349 -496.714524696 -496.484221062 -496.43265741 -496.426549409 -496.39521882 -496.38387405 -496.365980946
2.002002002 -496.734999294 -496.504417664 -496.452874722 -496.446765576 -496.41528216 -496.403997346 -496.386234018
2.01051051051 -496.754672343 -496.523797028 -496.472276744 -496.466168865 -496.434530626 -496.423310739 -496.405696658
2.01901901902 -496.773486624 -496.542301081 -496.490805356 -496.48470157 -496.452903296 -496.441754948 -496.424312321
2.02752752753 -496.791484041 -496.559972352 -496.508503122 -496.502405952 -496.470444785 -496.459373386 -496.442122419
2.03603603604 -496.808706498 -496.576853373 -496.525412606 -496.51932427 -496.487199711 -496.476209469 -496.459168358
2.04454454454 -496.825195902 -496.592986674 -496.541576371 -496.535498783 -496.503212687 -496.492306609 -496.475491549
2.05305305305 -496.840994157 -496.608414786 -496.557036981 -496.550971752 -496.518528331 -496.50770822 -496.491133399
2.06156156156 -496.856143167 -496.623180239 -496.571837 -496.565785435 -496.533191258 -496.522457717 -496.506135319
2.07007007007 -496.870684838 -496.637325563 -496.586018991 -496.579982093 -496.547246083 -496.536598512 -496.520538717
2.07857857858 -496.884661074 -496.65089329 -496.599625519 -496.593603984 -496.560737424 -496.550174019 -496.534385001
